ORDERNUMBER,QUANTITYORDERED,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,COUNTRY,DEALSIZE
10390,45,8,6763.05,3/4/2005 0:00,Shipped,USA,Medium
10405,76,3,11739.7,4/14/2005 0:00,Shipped,France,Large
10419,70,8,9240,5/17/2005 0:00,Shipped,Austria,Large
10106,50,11,3241.5,2/17/2003 0:00,Shipped,Italy,Medium
10119,28,2,1968.12,4/28/2003 0:00,Shipped,Austria,Small
10131,50,3,4094.5,6/16/2003 0:00,Shipped,USA,Medium
10143,28,6,1853.32,8/10/2003 0:00,Shipped,USA,Small
10155,44,4,3392.84,10/6/2003 0:00,Shipped,Finland,Medium
10168,27,18,1971.54,10/28/2003 0:00,Shipped,USA,Small
10178,30,3,2169.9,11/8/2003 0:00,Shipped,France,Small
10198,43,3,2846.17,11/27/2003 0:00,Shipped,Philippines,Small
10210,29,16,2018.4,1/12/2004 0:00,Shipped,Japan,Small
10222,48,3,2718.72,2/19/2004 0:00,Shipped,USA,Small
10235,33,12,1981.65,4/2/2004 0:00,Shipped,Canada,Small
10250,40,13,3002.4,5/11/2004 0:00,Shipped,USA,Medium
10262,48,8,2948.16,6/24/2004 0:00,Cancelled,Spain,Small
10275,41,18,3357.49,7/23/2004 0:00,Shipped,France,Medium
10284,21,10,1175.16,8/21/2004 0:00,Shipped,Norway,Small
10296,32,6,2292.8,9/15/2004 0:00,Shipped,Germany,Small
10308,43,16,3286.49,10/15/2004 0:00,Shipped,USA,Medium
10316,30,8,2333.7,11/1/2004 0:00,Shipped,UK,Small
10328,35,3,2675.05,11/12/2004 0:00,Shipped,Italy,Small
10339,45,11,4361.4,11/23/2004 0:00,Shipped,Japan,Medium
10351,34,3,2018.58,12/3/2004 0:00,Shipped,UK,Small
10361,26,7,3710.98,12/17/2004 0:00,Shipped,Australia,Medium
10373,39,13,2847,1/31/2005 0:00,Shipped,Finland,Small
10386,41,12,3006.12,3/1/2005 0:00,Resolved,Spain,Medium
10398,41,2,2797.84,3/30/2005 0:00,Shipped,France,Small
10401,64,12,3843.2,4/3/2005 0:00,On Hold,USA,Medium
10416,18,13,1351.08,5/10/2005 0:00,Shipped,Italy,Small
10100,49,1,1689.03,1/6/2003 0:00,Shipped,USA,Small
10110,48,5,1654.56,3/18/2003 0:00,Shipped,UK,Small
10124,46,4,1528.58,5/21/2003 0:00,Shipped,USA,Small
10149,26,9,1013.48,9/12/2003 0:00,Shipped,USA,Small
10162,37,7,1442.26,10/18/2003 0:00,Shipped,USA,Small
10173,35,11,1163.05,11/5/2003 0:00,Shipped,Italy,Small
10182,23,8,971.98,11/12/2003 0:00,Shipped,USA,Small
10193,22,12,902.66,11/21/2003 0:00,Shipped,Australia,Small
10204,39,2,1295.97,12/2/2003 0:00,Shipped,USA,Small
10214,44,5,1534.72,1/26/2004 0:00,Shipped,Spain,Small
10227,27,8,1185.3,3/2/2004 0:00,Shipped,France,Small
10242,46,1,1698.78,4/20/2004 0:00,Shipped,USA,Small
10280,33,14,1381.05,8/17/2004 0:00,Shipped,Italy,Small
10288,33,3,1340.46,9/1/2004 0:00,Shipped,Singapore,Small
10303,24,1,965.04,10/6/2004 0:00,Shipped,Spain,Small
10312,31,15,1093.99,10/21/2004 0:00,Shipped,USA,Small
10332,41,14,3166.84,11/17/2004 0:00,Shipped,UK,Medium
10346,22,4,2143.68,11/29/2004 0:00,Shipped,USA,Small
10368,46,3,1717.64,1/19/2005 0:00,Shipped,USA,Small
10380,43,12,4086.29,2/16/2005 0:00,Shipped,Spain,Medium
10408,15,1,553.95,4/22/2005 0:00,Shipped,Japan,Small
10420,15,3,652.35,5/29/2005 0:00,In Process,Australia,Small
10104,26,5,2921.62,1/31/2003 0:00,Shipped,Spain,Small
10115,44,1,5568.64,4/4/2003 0:00,Shipped,USA,Medium
10127,20,7,1939.8,6/3/2003 0:00,Shipped,USA,Small
10141,40,1,3784.8,8/1/2003 0:00,Shipped,Finland,Medium
10152,23,3,2802.09,9/25/2003 0:00,Shipped,Australia,Small
10165,24,8,2384.64,10/22/2003 0:00,Shipped,Singapore,Small
10176,29,7,2915.66,11/6/2003 0:00,Shipped,Italy,Small
10184,49,2,5795.72,11/14/2003 0:00,Shipped,Spain,Medium
10195,34,2,3699.88,11/25/2003 0:00,Shipped,USA,Medium
10207,28,3,2980.6,12/9/2003 0:00,Shipped,USA,Small
10220,37,7,5032.74,2/12/2004 0:00,Shipped,Ireland,Medium
10230,45,5,4737.15,3/15/2004 0:00,Shipped,Germany,Medium
10246,46,1,6311.2,5/5/2004 0:00,Shipped,Spain,Medium
10271,22,1,3070.54,7/20/2004 0:00,Shipped,USA,Medium
10282,39,10,4797.39,8/20/2004 0:00,Shipped,USA,Medium
10292,27,4,3832.38,9/8/2004 0:00,Shipped,USA,Medium
10305,36,1,4641.48,10/13/2004 0:00,Shipped,USA,Medium
10314,38,10,4000.26,10/22/2004 0:00,Shipped,Denmark,Medium
10325,44,5,5325.76,11/5/2004 0:00,Shipped,Norway,Medium
10336,31,5,4618.69,11/20/2004 0:00,Shipped,France,Medium
10349,23,2,3182.97,12/1/2004 0:00,Shipped,USA,Medium
10359,22,7,2603.04,12/15/2004 0:00,Shipped,France,Small
10371,28,9,1408.96,1/23/2005 0:00,Shipped,USA,Small
10383,21,4,1972.11,2/22/2005 0:00,Shipped,Spain,Small
10394,37,7,5207.75,3/15/2005 0:00,Shipped,Spain,Medium
10412,31,1,4253.2,5/3/2005 0:00,Shipped,Spain,Medium
10103,25,15,2873,1/29/2003 0:00,Shipped,Norway,Small
10111,26,3,2253.68,3/25/2003 0:00,Shipped,USA,Small
10126,34,15,3576.12,5/28/2003 0:00,Shipped,Spain,Medium
10139,29,4,3276.13,7/16/2003 0:00,Shipped,Australia,Medium
10149,20,1,1811.4,9/12/2003 0:00,Shipped,USA,Small
10163,42,5,3845.1,10/20/2003 0:00,Shipped,USA,Medium
10173,22,3,2571.14,11/5/2003 0:00,Shipped,Italy,Small
10183,47,12,5035.11,11/13/2003 0:00,Shipped,USA,Medium
10193,20,4,2279,11/21/2003 0:00,Shipped,Australia,Small
10206,33,10,3213.87,12/5/2003 0:00,Shipped,Canada,Medium
10215,39,7,3532.23,1/29/2004 0:00,Shipped,USA,Medium
10228,33,6,3406.59,3/10/2004 0:00,Shipped,USA,Medium
10244,40,4,3467.2,4/29/2004 0:00,Shipped,Spain,Medium
10257,46,4,3628.94,6/14/2004 0:00,Shipped,USA,Medium
10269,48,2,4674.72,7/16/2004 0:00,Shipped,Austria,Medium
10280,21,6,1656.69,8/17/2004 0:00,Shipped,Italy,Small
10290,45,1,5171.4,9/7/2004 0:00,Shipped,USA,Medium
10304,33,10,3342.57,10/11/2004 0:00,Shipped,France,Medium
10312,44,7,4884.88,10/21/2004 0:00,Shipped,USA,Medium
10324,33,3,6267.69,11/5/2004 0:00,Shipped,USA,Medium
10333,39,1,4424.16,11/18/2004 0:00,Shipped,USA,Medium
10348,39,2,1962.09,11/1/2004 0:00,Shipped,Spain,Small
10358,41,6,6847,12/10/2004 0:00,Shipped,Spain,Medium
10369,40,3,3476.8,1/20/2005 0:00,Shipped,USA,Medium
10382,33,4,4592.61,2/17/2005 0:00,Shipped,USA,Medium
10423,28,4,2208.92,5/30/2005 0:00,In Process,Belgium,Small
10106,26,3,1657.76,2/17/2003 0:00,Shipped,Italy,Small
10120,29,9,2479.21,4/29/2003 0:00,Shipped,Australia,Small
10133,46,4,3565.92,6/27/2003 0:00,Shipped,Spain,Medium
10145,33,15,2797.41,8/25/2003 0:00,Shipped,USA,Small
10168,48,10,3756,10/28/2003 0:00,Shipped,USA,Medium
10210,40,8,2840,1/12/2004 0:00,Shipped,Japan,Small
10223,23,10,1716.26,2/20/2004 0:00,Shipped,Australia,Small
10235,40,4,3245.6,4/2/2004 0:00,Shipped,Canada,Medium
10250,37,5,2760.94,5/11/2004 0:00,Shipped,USA,Small
10263,24,11,1808.4,6/28/2004 0:00,Shipped,USA,Small
10275,27,10,1682.37,7/23/2004 0:00,Shipped,France,Small
10284,21,2,1491,8/21/2004 0:00,Shipped,Norway,Small
10297,23,5,1666.35,9/16/2004 0:00,Shipped,Ireland,Small
10308,44,8,3666.08,10/15/2004 0:00,Shipped,USA,Medium
10317,35,1,2916.2,11/2/2004 0:00,Shipped,USA,Small
10328,43,4,2616.98,11/12/2004 0:00,Shipped,Italy,Small
10340,40,1,3390.8,11/24/2004 0:00,Shipped,Spain,Medium
10353,35,3,3146.5,12/4/2004 0:00,Shipped,USA,Medium
10361,25,1,1561.5,12/17/2004 0:00,Shipped,Australia,Small
10375,43,2,10039.6,2/3/2005 0:00,Shipped,France,Large
10386,50,8,3167,3/1/2005 0:00,Resolved,Spain,Medium
10398,45,14,3521.25,3/30/2005 0:00,Shipped,France,Medium
10401,52,4,4219.28,4/3/2005 0:00,On Hold,USA,Medium
10416,48,5,3581.76,5/10/2005 0:00,Shipped,Italy,Medium
10108,31,10,2130.01,3/3/2003 0:00,Shipped,Philippines,Small
10122,29,14,2063.06,5/8/2003 0:00,Shipped,France,Small
10135,23,11,2008.13,7/2/2003 0:00,Shipped,USA,Small
10147,31,11,2004.77,9/5/2003 0:00,Shipped,USA,Small
10159,23,6,1543.3,10/10/2003 0:00,Shipped,USA,Small
10169,24,6,2269.92,11/4/2003 0:00,Shipped,Australia,Small
10180,28,1,1991.92,11/11/2003 0:00,Shipped,France,Small
10191,44,7,2916.76,11/20/2003 0:00,Shipped,Germany,Small
10211,22,6,2027.52,1/15/2004 0:00,Shipped,France,Small
10225,46,13,3235.18,2/22/2004 0:00,Shipped,Switzerland,Medium
10238,22,7,2062.94,4/9/2004 0:00,Shipped,Denmark,Small
10252,38,3,3317.78,5/26/2004 0:00,Shipped,France,Medium
10264,47,1,3913.69,6/30/2004 0:00,Shipped,USA,Medium
10276,48,7,3608.64,8/2/2004 0:00,Shipped,USA,Medium
10287,40,16,3524.8,8/30/2004 0:00,Shipped,Switzerland,Medium
10299,32,1,2586.88,9/30/2004 0:00,Shipped,Finland,Small
10310,49,14,4753.49,10/16/2004 0:00,Shipped,Germany,Medium
10319,43,2,3684.67,11/3/2004 0:00,Shipped,USA,Medium
10331,41,2,5715.4,11/17/2004 0:00,Shipped,USA,Medium
10343,30,1,3098.7,11/24/2004 0:00,Shipped,France,Medium
10355,28,9,2670.92,12/7/2004 0:00,Shipped,Spain,Small
10363,43,9,5154.41,1/6/2005 0:00,Shipped,Finland,Medium
10378,41,2,4894.17,2/10/2005 0:00,Shipped,Spain,Medium
10390,30,10,2472.6,3/4/2005 0:00,Shipped,USA,Small
10103,31,3,3224.31,1/29/2003 0:00,Shipped,Norway,Medium
10114,32,7,3667.52,4/1/2003 0:00,Shipped,France,Medium
10126,43,3,4141.33,5/28/2003 0:00,Shipped,Spain,Medium
10140,26,3,2829.58,7/24/2003 0:00,Shipped,USA,Small
10151,27,10,3068.55,9/21/2003 0:00,Shipped,Finland,Medium
10164,24,1,2634.96,10/21/2003 0:00,Resolved,Austria,Small
10175,22,8,2436.72,11/6/2003 0:00,Shipped,UK,Small
10184,46,13,4607.36,11/14/2003 0:00,Shipped,Spain,Medium
10194,37,3,3598.99,11/25/2003 0:00,Shipped,France,Medium
10207,49,14,3964.1,12/9/2003 0:00,Shipped,USA,Medium
10217,21,3,2244.9,2/4/2004 0:00,Shipped,Singapore,Small
10229,25,8,2793,3/11/2004 0:00,Shipped,USA,Small
10245,37,1,4133.64,5/4/2004 0:00,Shipped,USA,Medium
10259,45,11,3900.6,6/15/2004 0:00,Shipped,Singapore,Medium
10270,32,1,2743.04,7/19/2004 0:00,Shipped,Australia,Small
10281,29,8,2402.07,8/19/2004 0:00,Shipped,USA,Small
10291,26,3,2178.54,9/8/2004 0:00,Shipped,Sweden,Small
10305,28,12,3155.04,10/13/2004 0:00,Shipped,USA,Medium
10313,27,6,2366.28,10/22/2004 0:00,Shipped,Canada,Small
10324,20,11,1963.6,11/5/2004 0:00,Shipped,USA,Small
10335,44,1,4746.28,11/19/2004 0:00,Shipped,USA,Medium
10348,42,3,6386.94,11/1/2004 0:00,Shipped,Spain,Medium
10358,41,1,4428,12/10/2004 0:00,Shipped,Spain,Medium
10371,26,1,4044.04,1/23/2005 0:00,Shipped,USA,Medium
10382,26,6,2708.42,2/17/2005 0:00,Shipped,USA,Small
10411,26,1,2904.72,5/1/2005 0:00,Shipped,Canada,Small
10425,41,11,3553.88,5/31/2005 0:00,In Process,France,Medium
10107,20,8,1858,2/24/2003 0:00,Shipped,USA,Small
10120,22,6,2461.36,4/29/2003 0:00,Shipped,Australia,Small
10133,23,1,2642.01,6/27/2003 0:00,Shipped,Spain,Small
10145,33,12,3098.7,8/25/2003 0:00,Shipped,USA,Medium
10168,28,7,3244.36,10/28/2003 0:00,Shipped,USA,Medium
10188,44,7,4351.16,11/18/2003 0:00,Shipped,Norway,Medium
10210,46,5,3675.86,1/12/2004 0:00,Shipped,Japan,Medium
10223,21,7,2475.27,2/20/2004 0:00,Shipped,Australia,Small
10235,41,1,4177.49,4/2/2004 0:00,Shipped,Canada,Medium
10250,31,2,3282.28,5/11/2004 0:00,Shipped,USA,Medium
10263,31,8,2477.21,6/28/2004 0:00,Shipped,USA,Small
10275,23,7,1883.93,7/23/2004 0:00,Shipped,France,Small
10285,37,12,3658.93,8/27/2004 0:00,Shipped,USA,Medium
10297,26,2,2856.88,9/16/2004 0:00,Shipped,Ireland,Small
10308,24,5,1917.84,10/15/2004 0:00,Shipped,USA,Small
10318,47,7,5305.36,11/2/2004 0:00,Shipped,USA,Medium
10329,45,11,2875.95,11/15/2004 0:00,Shipped,USA,Small
10340,55,2,6482.85,11/24/2004 0:00,Shipped,Spain,Medium
10353,46,5,3733.82,12/4/2004 0:00,Shipped,USA,Medium
10363,50,2,6576.5,1/6/2005 0:00,Shipped,Finland,Medium
10375,37,3,6353.27,2/3/2005 0:00,Shipped,France,Medium
10387,44,1,4175.6,3/2/2005 0:00,Shipped,Singapore,Medium
10401,49,1,4992.61,4/3/2005 0:00,On Hold,USA,Medium
10416,45,2,4764.6,5/10/2005 0:00,Shipped,Italy,Medium
10108,27,13,1173.15,3/3/2003 0:00,Shipped,Philippines,Small
10122,31,17,1384.46,5/8/2003 0:00,Shipped,France,Small
10135,33,14,1327.59,7/2/2003 0:00,Shipped,USA,Small
10145,31,1,1109.8,8/25/2003 0:00,Shipped,USA,Small
10159,35,9,1239,10/10/2003 0:00,Shipped,USA,Small
10169,26,9,1035.58,11/4/2003 0:00,Shipped,Australia,Small
10180,34,4,1545.64,11/11/2003 0:00,Shipped,France,Small
10190,46,1,1517.54,11/19/2003 0:00,Shipped,Spain,Small
10211,41,9,1731.84,1/15/2004 0:00,Shipped,France,Small
10224,43,2,1695.49,2/21/2004 0:00,Shipped,France,Small
10237,26,2,1045.98,4/5/2004 0:00,Shipped,USA,Small
10252,36,6,1738.08,5/26/2004 0:00,Shipped,France,Small
10264,20,4,651.8,6/30/2004 0:00,Shipped,USA,Small
10276,27,10,988.47,8/2/2004 0:00,Shipped,USA,Small
10285,37,1,1518.11,8/27/2004 0:00,Shipped,USA,Small
10299,24,4,1013.76,9/30/2004 0:00,Shipped,Finland,Small
10310,36,17,1549.8,10/16/2004 0:00,Shipped,Germany,Small
10319,29,5,1108.38,11/3/2004 0:00,Shipped,USA,Small
10331,28,3,4102.56,11/17/2004 0:00,Shipped,USA,Medium
10343,29,5,3713.16,11/24/2004 0:00,Shipped,France,Medium
10355,38,10,1513.54,12/7/2004 0:00,Shipped,Spain,Small
10364,48,1,2317.44,1/6/2005 0:00,Shipped,France,Small
10378,40,1,3298.4,2/10/2005 0:00,Shipped,Spain,Medium
10390,41,11,1826.96,3/4/2005 0:00,Shipped,USA,Small
10403,30,2,1206.9,4/8/2005 0:00,Shipped,UK,Small
10104,35,11,1666.7,1/31/2003 0:00,Shipped,Spain,Small
10114,28,2,1560.44,4/1/2003 0:00,Shipped,France,Small
10127,45,13,2337.75,6/3/2003 0:00,Shipped,USA,Small
10141,24,7,1103.76,8/1/2003 0:00,Shipped,Finland,Small
10151,41,5,2617.85,9/21/2003 0:00,Shipped,Finland,Small
10165,48,14,2207.52,10/22/2003 0:00,Shipped,Singapore,Small
10175,50,3,3165.5,11/6/2003 0:00,Shipped,UK,Medium
10184,33,8,2071.41,11/14/2003 0:00,Shipped,Spain,Small
10195,32,8,1385.28,11/25/2003 0:00,Shipped,USA,Small
10207,27,9,1621.62,12/9/2003 0:00,Shipped,USA,Small
10219,35,4,1931.65,2/10/2004 0:00,Shipped,USA,Small
10229,23,3,1244.53,3/11/2004 0:00,Shipped,USA,Small
10246,35,7,1704.5,5/5/2004 0:00,Shipped,Spain,Small
10259,40,6,1753.2,6/15/2004 0:00,Shipped,Singapore,Small
10271,35,7,1666.7,7/20/2004 0:00,Shipped,USA,Small
10281,31,3,1710.89,8/19/2004 0:00,Shipped,USA,Small
10292,50,10,2326.5,9/8/2004 0:00,Shipped,USA,Small
10305,40,7,2316,10/13/2004 0:00,Shipped,USA,Small
10313,38,1,1727.1,10/22/2004 0:00,Shipped,Canada,Small
10325,38,3,8844.12,11/5/2004 0:00,Shipped,Norway,Large
10335,40,3,2424,11/19/2004 0:00,Shipped,USA,Small
10349,33,1,1535.49,12/1/2004 0:00,Shipped,USA,Small
10359,36,3,6358.68,12/15/2004 0:00,Shipped,France,Medium
10371,20,2,1329.4,1/23/2005 0:00,Shipped,USA,Small
10383,32,5,1701.76,2/22/2005 0:00,Shipped,Spain,Small
10394,36,3,2259.72,3/15/2005 0:00,Shipped,Spain,Small
10412,19,7,925.3,5/3/2005 0:00,Shipped,Spain,Small
10425,11,6,482.13,5/31/2005 0:00,In Process,France,Small
10104,49,4,3227.63,1/31/2003 0:00,Shipped,Spain,Medium
10116,27,1,1711.26,4/11/2003 0:00,Shipped,Belgium,Small
10127,29,6,2054.36,6/3/2003 0:00,Shipped,USA,Small
10142,42,16,3131.94,8/8/2003 0:00,Shipped,USA,Medium
10152,33,2,1681.35,9/25/2003 0:00,Shipped,Australia,Small
10165,44,7,2351.36,10/22/2003 0:00,Shipped,Singapore,Small
10176,22,6,1408,11/6/2003 0:00,Shipped,Italy,Small
10184,48,1,2445.6,11/14/2003 0:00,Shipped,Spain,Small
10195,33,1,1804.44,11/25/2003 0:00,Shipped,USA,Small
10207,45,2,2544.75,12/9/2003 0:00,Shipped,USA,Small
10220,20,6,1056.4,2/12/2004 0:00,Shipped,Ireland,Small
10230,46,4,2801.4,3/15/2004 0:00,Shipped,Germany,Small
10247,40,6,1988.4,5/5/2004 0:00,Shipped,Finland,Small
10272,45,6,2908.35,7/20/2004 0:00,Shipped,USA,Small
10282,36,9,2147.4,8/20/2004 0:00,Shipped,USA,Small
10292,31,3,2099.63,9/8/2004 0:00,Shipped,USA,Small
10306,46,17,2315.18,10/14/2004 0:00,Shipped,UK,Small
10314,35,9,2327.15,10/22/2004 0:00,Shipped,Denmark,Small
10325,28,2,5377.4,11/5/2004 0:00,Shipped,Norway,Medium
10336,31,9,2626.01,11/20/2004 0:00,Shipped,France,Small
10350,27,14,4406.4,12/2/2004 0:00,Shipped,Spain,Medium
10359,22,1,4301.22,12/15/2004 0:00,Shipped,France,Medium
10371,30,11,2986.5,1/23/2005 0:00,Shipped,USA,Small
10383,44,8,1587.08,2/22/2005 0:00,Shipped,Spain,Small
10394,30,4,1808.4,3/15/2005 0:00,Shipped,Spain,Small
10413,24,6,1193.04,5/5/2005 0:00,Shipped,USA,Small
10103,45,7,3403.35,1/29/2003 0:00,Shipped,Norway,Medium
10113,23,1,1575.96,3/26/2003 0:00,Shipped,USA,Small
10126,26,7,1630.2,5/28/2003 0:00,Shipped,Spain,Small
10140,28,7,1701.28,7/24/2003 0:00,Shipped,USA,Small
10150,49,4,2850.82,9/19/2003 0:00,Shipped,Singapore,Small
10164,49,5,2692.06,10/21/2003 0:00,Resolved,Austria,Small
10175,29,12,2174.42,11/6/2003 0:00,Shipped,UK,Small
10183,49,4,3167.36,11/13/2003 0:00,Shipped,USA,Medium
10194,39,7,2142.66,11/25/2003 0:00,Shipped,France,Small
10206,36,2,2117.52,12/5/2003 0:00,Shipped,Canada,Small
10217,39,7,2419.95,2/4/2004 0:00,Shipped,Singapore,Small
10229,30,12,2191.2,3/11/2004 0:00,Shipped,USA,Small
10245,44,5,3043.04,5/4/2004 0:00,Shipped,USA,Medium
10258,20,2,1228.2,6/15/2004 0:00,Shipped,Japan,Small
10270,21,5,1330.35,7/19/2004 0:00,Shipped,Australia,Small
10281,36,12,2792.52,8/19/2004 0:00,Shipped,USA,Small
10291,32,7,2296,9/8/2004 0:00,Shipped,Sweden,Small
10304,36,2,2629.44,10/11/2004 0:00,Shipped,France,Small
10313,34,10,1912.16,10/22/2004 0:00,Shipped,Canada,Small
10324,48,4,8209.44,11/5/2004 0:00,Shipped,USA,Large
10333,33,4,2431.77,11/18/2004 0:00,Shipped,USA,Small
10348,31,5,3139.99,11/1/2004 0:00,Shipped,Spain,Medium
10358,36,2,5669.64,12/10/2004 0:00,Shipped,Spain,Medium
10370,25,3,3160.25,1/20/2005 0:00,Shipped,Australia,Medium
10382,48,8,6799.68,2/17/2005 0:00,Shipped,USA,Medium
10411,27,5,1867.32,5/1/2005 0:00,Shipped,Canada,Small
10424,44,2,2702.04,5/31/2005 0:00,In Process,Spain,Small
10106,33,5,2406.36,2/17/2003 0:00,Shipped,Italy,Small
10120,29,11,2094.67,4/29/2003 0:00,Shipped,Australia,Small
10133,49,6,2797.9,6/27/2003 0:00,Shipped,Spain,Small
10144,20,1,1637.2,8/13/2003 0:00,Shipped,Belgium,Small
10168,31,12,2281.91,10/28/2003 0:00,Shipped,USA,Small
10210,39,10,2307.24,1/12/2004 0:00,Shipped,Japan,Small
10223,20,12,1320.8,2/20/2004 0:00,Shipped,Australia,Small
10235,34,6,2642.82,4/2/2004 0:00,Shipped,Canada,Small
10250,50,7,3061,5/11/2004 0:00,Shipped,USA,Medium
10262,40,2,3164.4,6/24/2004 0:00,Cancelled,Spain,Medium
10275,28,12,1791.16,7/23/2004 0:00,Shipped,France,Small
10284,50,4,4093,8/21/2004 0:00,Shipped,Norway,Medium
10297,28,7,2234.4,9/16/2004 0:00,Shipped,Ireland,Small
10308,46,10,3037.84,10/15/2004 0:00,Shipped,USA,Medium
10316,24,2,1419.84,11/1/2004 0:00,Shipped,UK,Small
10328,24,5,1948.08,11/12/2004 0:00,Shipped,Italy,Small
10340,39,3,2307.24,11/24/2004 0:00,Shipped,Spain,Small
10353,40,7,1780.4,12/4/2004 0:00,Shipped,USA,Small
10361,49,2,3544.17,12/17/2004 0:00,Shipped,Australia,Medium
10375,44,4,3619.44,2/3/2005 0:00,Shipped,France,Medium
10388,35,8,3918.95,3/3/2005 0:00,Shipped,USA,Medium
10398,22,4,1483.02,3/30/2005 0:00,Shipped,France,Small
10401,62,6,4819.26,4/3/2005 0:00,On Hold,USA,Medium
10416,26,7,1591.72,5/10/2005 0:00,Shipped,Italy,Small
10108,31,16,3669.78,3/3/2003 0:00,Shipped,Philippines,Medium
10121,25,3,2168.5,5/7/2003 0:00,Shipped,France,Small
10135,30,17,2694,7/2/2003 0:00,Shipped,USA,Small
10145,27,4,3251.34,8/25/2003 0:00,Shipped,USA,Medium
10159,23,12,2347.15,10/10/2003 0:00,Shipped,USA,Small
10169,34,12,3920.88,11/4/2003 0:00,Shipped,Australia,Medium
10180,22,7,2514.6,11/11/2003 0:00,Shipped,France,Small
10190,42,4,3600.24,11/19/2003 0:00,Shipped,Spain,Medium
10211,37,12,4040.03,1/15/2004 0:00,Shipped,France,Medium
10224,30,5,3336.9,2/21/2004 0:00,Shipped,France,Medium
10237,27,5,3113.64,4/5/2004 0:00,Shipped,USA,Medium
10252,25,9,2832,5/26/2004 0:00,Shipped,France,Small
10264,34,7,3330.98,6/30/2004 0:00,Shipped,USA,Medium
10276,38,13,4304.64,8/2/2004 0:00,Shipped,USA,Medium
10285,26,4,2600.26,8/27/2004 0:00,Shipped,USA,Small
10299,38,7,4382.16,9/30/2004 0:00,Shipped,Finland,Medium
10309,50,3,4235,10/15/2004 0:00,Shipped,Norway,Medium
10319,22,8,2626.8,11/3/2004 0:00,Shipped,USA,Small
10331,32,4,5026.56,11/17/2004 0:00,Shipped,USA,Medium
10341,31,4,2201.62,11/24/2004 0:00,Shipped,Austria,Small
10355,40,5,4326.8,12/7/2004 0:00,Shipped,Spain,Medium
10365,22,3,3425.18,1/7/2005 0:00,Shipped,USA,Medium
10375,41,15,4701.88,2/3/2005 0:00,Shipped,France,Medium
10390,45,12,2204.1,3/4/2005 0:00,Shipped,USA,Small
10403,45,5,5189.4,4/8/2005 0:00,Shipped,UK,Medium
10106,39,6,1565.85,2/17/2003 0:00,Shipped,Italy,Small
10120,49,12,2480.38,4/29/2003 0:00,Shipped,Australia,Small
10133,27,7,1355.13,6/27/2003 0:00,Shipped,Spain,Small
10143,34,1,1246.44,8/10/2003 0:00,Shipped,USA,Small
10156,20,1,820.4,10/8/2003 0:00,Shipped,Spain,Small
10168,48,13,2492.64,10/28/2003 0:00,Shipped,USA,Small
10199,29,1,1113.6,12/1/2003 0:00,Shipped,USA,Small
10210,43,11,1763.86,1/12/2004 0:00,Shipped,Japan,Small
10223,41,13,1896.66,2/20/2004 0:00,Shipped,Australia,Small
10235,41,7,1449.35,4/2/2004 0:00,Shipped,Canada,Small
10250,36,8,1869.48,5/11/2004 0:00,Shipped,USA,Small
10262,49,3,1860.53,6/24/2004 0:00,Cancelled,Spain,Small
10275,38,13,1724.82,7/23/2004 0:00,Shipped,France,Small
10284,33,5,1713.69,8/21/2004 0:00,Shipped,Norway,Small
10296,26,1,1259.44,9/15/2004 0:00,Shipped,Germany,Small
10308,47,11,2051.08,10/15/2004 0:00,Shipped,USA,Small
10316,34,3,1617.38,11/1/2004 0:00,Shipped,UK,Small
10328,34,7,1765.62,11/12/2004 0:00,Shipped,Italy,Small
10340,40,4,2024.8,11/24/2004 0:00,Shipped,Spain,Small
10353,40,8,3288.4,12/4/2004 0:00,Shipped,USA,Medium
10361,33,3,2725.47,12/17/2004 0:00,Shipped,Australia,Small
10375,49,5,3224.2,2/3/2005 0:00,Shipped,France,Medium
10388,27,1,3211.38,3/3/2005 0:00,Shipped,USA,Medium
10398,49,5,1796.34,3/30/2005 0:00,Shipped,France,Small
10401,56,7,1979.6,4/3/2005 0:00,On Hold,USA,Small
10416,37,8,1921.41,5/10/2005 0:00,Shipped,Italy,Small
10104,33,7,3705.24,1/31/2003 0:00,Shipped,Spain,Medium
10115,27,3,2843.91,4/4/2003 0:00,Shipped,USA,Small
10127,46,9,6176.42,6/3/2003 0:00,Shipped,USA,Medium
10141,44,3,5500.44,8/1/2003 0:00,Shipped,Finland,Medium
10151,26,1,3220.1,9/21/2003 0:00,Shipped,Finland,Medium
10165,48,10,4556.16,10/22/2003 0:00,Shipped,Singapore,Medium
10176,23,9,3114.89,11/6/2003 0:00,Shipped,Italy,Medium
10184,45,4,4948.2,11/14/2003 0:00,Shipped,Spain,Medium
10195,49,4,5161.17,11/25/2003 0:00,Shipped,USA,Medium
10207,28,5,2657.76,12/9/2003 0:00,Shipped,USA,Small
10220,37,9,3983.05,2/12/2004 0:00,Shipped,Ireland,Medium
10230,34,7,3974.94,3/15/2004 0:00,Shipped,Germany,Medium
10246,22,3,2928.42,5/5/2004 0:00,Shipped,Spain,Small
10259,29,2,3054.57,6/15/2004 0:00,Shipped,Singapore,Medium
10271,34,3,3345.26,7/20/2004 0:00,Shipped,USA,Medium
10282,38,12,4310.72,8/20/2004 0:00,Shipped,USA,Medium
10292,41,6,4983.14,9/8/2004 0:00,Shipped,USA,Medium
